customer_id,gender,tenure,monthly_charges,contract_type,internet_service,churn
618,Female,16,661.85,One year,None,No
619,Male,65,1436.88,Two year,DSL,Yes
620,Male,5,1222.89,Two year,DSL,Yes
621,Female,57,1715.92,One year,None,No
622,Female,68,512.65,Two year,None,No
623,Male,27,520.63,One year,DSL,No
624,Female,61,1246.59,One year,None,No
625,Male,40,1908.84,Month-to-month,DSL,No
626,Female,68,1005.5,One year,Fiber,Yes
627,Male,40,855.8,One year,Fiber,No
628,Female,48,1331.37,One year,DSL,No
629,Male,48,1881.76,Two year,DSL,No
630,Male,70,1722.78,Month-to-month,Fiber,Yes
631,Male,2,1992.32,Two year,Fiber,Yes
632,Female,9,338.37,One year,DSL,No
633,Male,34,491.86,One year,None,No
634,Male,1,1336.1,Month-to-month,None,No
635,Female,23,1694.98,Month-to-month,DSL,No
636,Female,37,784.92,One year,None,No
637,Male,21,706.66,One year,Fiber,Yes
638,Male,25,1637.86,Two year,Fiber,Yes
639,Female,42,395.85,One year,None,No
640,Female,54,927.95,Two year,DSL,No
641,Female,38,1159.88,Month-to-month,Fiber,No
642,Female,28,1252.59,Two year,Fiber,No
643,Female,19,1538.65,One year,Fiber,Yes
644,Male,40,903.24,Two year,None,No
645,Female,53,1341.56,Two year,DSL,No
646,Male,19,1295.14,Month-to-month,None,Yes
647,Male,18,1230.95,Two year,DSL,No
648,Male,65,1388.82,One year,DSL,Yes
649,Female,29,741.06,Two year,None,Yes
650,Male,52,443.9,Two year,Fiber,Yes
651,Male,33,502.76,Two year,DSL,No
652,Female,21,681.79,One year,None,No
653,Male,66,1150.34,Two year,Fiber,No
654,Male,5,1728.75,One year,DSL,No
655,Female,26,1492.2,Two year,DSL,Yes
656,Male,9,1641.37,Month-to-month,Fiber,No
657,Male,72,896.66,Month-to-month,DSL,No
658,Male,47,987.91,Month-to-month,None,No
659,Female,69,969.26,One year,DSL,Yes
660,Female,58,626.18,One year,DSL,No
661,Female,58,404.07,One year,Fiber,No
662,Male,1,1304.56,Two year,None,No
663,Male,28,1981.67,One year,Fiber,Yes
664,Female,67,583.61,One year,None,No
665,Male,64,379.36,One year,Fiber,No
666,Male,25,1625.2,One year,DSL,No
667,Female,9,729.4,Month-to-month,None,No
668,Female,52,1710.39,Two year,None,Yes
669,Male,58,1496.69,Month-to-month,DSL,Yes
670,Male,21,1907.65,Two year,Fiber,No
671,Male,50,995.18,Two year,None,No
672,Female,47,1425.35,Month-to-month,DSL,No
673,Female,20,1090.25,One year,DSL,Yes
674,Female,21,1372.0,Month-to-month,None,No
675,Female,29,1064.32,Two year,None,Yes
676,Male,24,620.67,Two year,None,Yes
677,Female,27,1163.43,One year,DSL,Yes
678,Female,64,1198.59,Month-to-month,Fiber,Yes
679,Female,44,1678.03,Two year,Fiber,No
680,Female,67,1550.39,Month-to-month,None,Yes
681,Female,6,1428.45,One year,DSL,Yes
682,Male,48,492.76,One year,DSL,No
683,Male,8,1525.05,Two year,None,Yes
684,Female,35,1150.52,One year,DSL,Yes
685,Male,0,1819.97,Two year,DSL,Yes
686,Female,9,1863.78,Two year,DSL,No
687,Female,35,393.77,One year,None,No
688,Male,72,1695.09,One year,None,No
689,Male,45,364.09,Month-to-month,None,Yes
690,Female,31,924.19,Month-to-month,Fiber,Yes
691,Female,31,1221.91,Two year,Fiber,No
692,Female,5,551.77,Month-to-month,None,No
693,Male,47,1568.73,Two year,DSL,Yes
694,Female,37,314.2,One year,DSL,No
695,Female,16,586.62,One year,None,No
696,Female,26,1287.35,Month-to-month,DSL,Yes
697,Male,53,1514.46,Two year,DSL,No
698,Female,49,1858.29,Two year,Fiber,No
699,Female,34,1499.34,Month-to-month,DSL,Yes
700,Male,24,1442.02,Two year,DSL,No
701,Female,27,970.38,Two year,None,Yes
702,Female,14,302.18,One year,Fiber,No
703,Male,3,504.27,Two year,Fiber,No
704,Female,72,1208.74,Two year,DSL,No
705,Male,26,1447.72,Two year,None,No
706,Male,25,1009.66,Month-to-month,Fiber,No
707,Female,18,1542.15,Month-to-month,Fiber,No
708,Female,16,1187.17,Month-to-month,DSL,No
709,Female,42,426.1,Two year,Fiber,No
710,Female,40,626.43,Two year,None,No
711,Male,41,1728.0,Month-to-month,None,No
712,Female,49,1532.35,Month-to-month,Fiber,No
713,Male,39,1821.1,Two year,None,No
714,Female,38,499.85,Two year,None,No
715,Female,22,1983.38,One year,DSL,No
716,Female,51,655.99,Month-to-month,Fiber,Yes
717,Male,46,320.03,Two year,Fiber,No
718,Female,62,1995.62,Month-to-month,DSL,No
719,Female,68,777.83,Month-to-month,DSL,Yes
720,Female,42,1435.63,Month-to-month,DSL,No
721,Female,47,600.36,One year,DSL,No
722,Male,33,1286.39,Two year,None,No
723,Female,39,1836.86,Two year,None,No
724,Male,60,844.31,Month-to-month,DSL,No
725,Male,49,1439.43,Two year,Fiber,No
726,Male,66,619.44,One year,Fiber,Yes
727,Male,61,1362.15,Month-to-month,Fiber,No
728,Male,57,871.97,One year,DSL,No
729,Male,32,659.05,One year,None,No
730,Female,15,832.41,Two year,None,No
731,Male,47,604.03,Two year,None,No
732,Male,9,1833.26,One year,None,Yes
733,Male,37,975.22,Two year,Fiber,Yes
734,Female,18,716.97,One year,Fiber,Yes
735,Female,35,1062.29,One year,None,No
736,Male,58,844.91,Month-to-month,DSL,Yes
737,Female,62,1565.51,One year,None,No
738,Male,45,1951.07,One year,None,No
739,Male,2,1044.66,Two year,DSL,No
740,Female,64,1763.76,Month-to-month,None,Yes
741,Male,7,1261.97,Two year,Fiber,No
742,Female,50,567.3,Month-to-month,DSL,No
743,Female,72,1474.06,Two year,DSL,Yes
744,Male,5,1172.84,One year,None,No
745,Male,38,1406.03,Month-to-month,Fiber,No
746,Female,59,1812.47,Month-to-month,Fiber,No
747,Male,27,1048.74,Month-to-month,Fiber,No
748,Male,53,1832.0,Month-to-month,None,No
749,Male,36,1576.14,Two year,None,No
750,Female,8,1130.63,Two year,Fiber,No
751,Female,55,1325.48,Month-to-month,None,Yes
752,Male,58,853.49,Month-to-month,Fiber,Yes
753,Female,1,1972.12,Month-to-month,None,Yes
754,Female,60,1434.5,Two year,DSL,No
755,Female,57,374.54,Month-to-month,DSL,No
756,Female,59,855.26,Month-to-month,None,No
757,Female,39,1359.63,Month-to-month,None,Yes
758,Male,35,395.77,Two year,Fiber,Yes
759,Male,36,340.6,One year,DSL,Yes
760,Male,17,1065.04,One year,Fiber,No
761,Female,62,865.57,Two year,None,No
762,Female,21,1045.11,One year,Fiber,Yes
763,Male,10,746.58,Month-to-month,Fiber,No
764,Female,57,580.02,Month-to-month,None,No
765,Male,56,1471.54,Two year,DSL,Yes
766,Male,3,1174.77,Two year,Fiber,No
767,Male,6,640.26,One year,None,No
768,Female,60,843.3,One year,Fiber,No
769,Female,53,1306.07,Month-to-month,None,No
770,Male,67,422.79,Two year,None,No
771,Male,0,550.67,One year,None,No
772,Male,54,424.52,One year,DSL,Yes
773,Male,2,1680.94,Month-to-month,DSL,No
774,Female,37,1579.1,Month-to-month,None,No
775,Female,0,1580.63,Month-to-month,DSL,No
776,Male,37,1517.75,Month-to-month,Fiber,No
777,Male,28,1437.96,One year,DSL,No
778,Female,4,1110.89,Two year,DSL,Yes
779,Female,20,1391.87,Two year,Fiber,No
780,Male,70,365.21,Month-to-month,Fiber,No
781,Male,66,1356.49,Month-to-month,Fiber,Yes
782,Male,46,1622.39,One year,None,No
783,Female,34,1150.61,Month-to-month,Fiber,No
784,Female,67,907.77,Two year,Fiber,No
785,Female,68,771.63,Month-to-month,Fiber,No
786,Male,0,1392.76,Two year,None,No
787,Male,67,1477.76,Month-to-month,DSL,No
788,Female,11,1780.64,Month-to-month,None,No
789,Female,59,881.97,Two year,DSL,Yes
790,Male,26,1608.61,One year,Fiber,No
791,Female,55,1254.3,One year,None,No
792,Female,22,1800.82,Month-to-month,None,No
793,Male,24,1197.28,Month-to-month,DSL,No
794,Female,20,1179.97,Two year,None,No
795,Male,60,1282.39,Two year,None,No
796,Male,62,1573.84,Month-to-month,DSL,Yes
797,Male,51,1939.97,Two year,None,Yes
798,Male,24,425.06,One year,None,No
799,Male,54,390.84,One year,Fiber,Yes
800,Male,45,1893.84,Two year,Fiber,No
801,Male,31,1200.79,Two year,Fiber,No
802,Female,54,1345.34,Two year,Fiber,Yes
803,Male,4,1120.12,One year,Fiber,Yes
804,Male,35,459.22,Month-to-month,None,No
805,Female,48,1605.75,Two year,None,No
806,Female,57,1570.28,Two year,Fiber,No
807,Female,38,829.9,Two year,DSL,No
808,Male,60,820.61,Month-to-month,Fiber,Yes
809,Female,8,1724.33,Two year,None,No
810,Male,5,423.01,Two year,DSL,No
811,Male,34,1797.88,One year,Fiber,No
812,Male,38,736.32,Two year,DSL,No
813,Male,21,1308.07,One year,Fiber,Yes
814,Female,40,1891.19,Month-to-month,None,Yes
815,Female,4,1452.81,Two year,Fiber,No
816,Male,41,1004.53,Two year,DSL,No
817,Male,66,1472.21,One year,None,No
818,Male,29,884.77,Month-to-month,Fiber,No
819,Female,56,771.34,Month-to-month,Fiber,No
820,Male,72,1994.36,One year,Fiber,No
821,Male,28,1576.34,Month-to-month,Fiber,No
822,Female,36,1396.02,Month-to-month,None,No
823,Female,12,903.99,Month-to-month,None,Yes
824,Male,31,383.57,Month-to-month,Fiber,No
825,Female,45,352.8,Month-to-month,None,Yes
826,Female,22,1242.11,Month-to-month,DSL,No
827,Male,44,1595.46,Month-to-month,None,Yes
828,Female,16,1213.54,Month-to-month,DSL,No
829,Male,65,1729.33,Two year,DSL,Yes
830,Female,5,356.83,One year,None,No
831,Male,17,923.48,Month-to-month,Fiber,Yes
832,Male,21,703.02,One year,None,Yes
833,Male,32,1060.36,Month-to-month,DSL,No
834,Female,29,423.04,Month-to-month,DSL,No
835,Male,31,1922.02,Two year,None,Yes
836,Female,41,679.53,One year,DSL,Yes
837,Male,9,1867.92,One year,None,Yes
838,Male,35,1024.02,Two year,None,Yes
839,Female,33,1975.39,Two year,Fiber,Yes
840,Male,72,1241.9,One year,DSL,No
841,Male,27,1882.42,Month-to-month,None,No
842,Female,10,309.09,Month-to-month,DSL,No
843,Male,38,1572.01,One year,None,No
844,Male,46,1835.19,Month-to-month,None,No
845,Male,18,537.52,Two year,Fiber,No
846,Male,14,463.41,Two year,None,No
847,Female,27,1021.77,Two year,Fiber,No
848,Female,23,1887.25,One year,DSL,No
849,Male,71,1222.06,One year,Fiber,No
850,Female,8,1196.68,One year,Fiber,No
851,Male,46,539.91,Month-to-month,DSL,No
852,Female,32,301.34,One year,Fiber,Yes
853,Male,61,1677.24,One year,Fiber,No
854,Male,18,448.88,Two year,None,Yes
855,Male,66,1377.54,Month-to-month,Fiber,No
856,Male,39,1854.85,Month-to-month,None,No
857,Male,46,654.71,Two year,Fiber,No
858,Male,64,1430.96,Month-to-month,DSL,No
859,Female,28,433.79,One year,DSL,No
860,Male,49,1326.38,Month-to-month,Fiber,No
861,Female,12,578.68,Two year,None,Yes
862,Male,0,1551.12,Month-to-month,Fiber,Yes
863,Female,33,812.09,Two year,None,Yes
864,Female,47,1087.76,One year,Fiber,Yes
865,Female,47,1319.03,One year,DSL,No
866,Male,48,591.16,Two year,DSL,No
867,Male,63,1560.78,One year,None,No
868,Female,60,814.49,One year,Fiber,No
869,Male,28,1426.03,Month-to-month,None,Yes
870,Female,38,569.08,One year,DSL,Yes
871,Male,25,1469.8,Two year,None,Yes
872,Female,16,517.92,One year,Fiber,Yes
873,Female,70,1023.11,Month-to-month,None,No
874,Male,12,720.25,Two year,Fiber,No
875,Female,68,1572.24,One year,Fiber,No
876,Male,25,745.46,One year,DSL,Yes
877,Female,48,1798.92,One year,Fiber,Yes
878,Female,66,1816.09,Two year,Fiber,No
879,Male,6,633.95,Month-to-month,Fiber,No
880,Male,57,1343.54,Two year,None,No
881,Male,48,449.12,Two year,DSL,No
882,Female,52,965.61,Month-to-month,None,Yes
883,Male,64,1512.65,Two year,None,No
884,Female,61,1421.02,Two year,DSL,No
885,Female,16,1361.99,One year,None,No
886,Male,42,780.32,Two year,None,Yes
887,Male,24,942.64,One year,Fiber,No
888,Female,2,475.01,Two year,None,No
889,Female,28,1522.34,One year,DSL,No
890,Male,31,1156.61,One year,None,No
891,Male,25,1504.9,One year,Fiber,No
892,Male,15,723.2,Month-to-month,None,Yes
893,Male,24,851.54,Two year,DSL,Yes
894,Male,53,868.17,Two year,Fiber,No
895,Female,27,343.76,Two year,None,No
896,Female,72,879.78,Month-to-month,DSL,Yes
897,Female,55,1665.62,One year,DSL,No
898,Female,64,1825.41,Two year,None,No
899,Male,40,1180.97,Month-to-month,None,No
900,Male,50,1074.35,Month-to-month,Fiber,No
901,Male,70,352.4,Two year,None,No
902,Female,28,1794.65,One year,Fiber,Yes
903,Female,18,322.12,Month-to-month,None,Yes
904,Male,65,1906.08,Two year,DSL,No
905,Male,40,1131.67,One year,DSL,Yes
906,Female,44,881.29,Month-to-month,DSL,No
907,Female,14,1871.17,Month-to-month,DSL,No
908,Male,2,341.46,Two year,Fiber,No
909,Male,10,1288.42,Two year,DSL,No
910,Female,52,1233.19,One year,Fiber,Yes
911,Male,45,672.84,Two year,Fiber,Yes
912,Male,29,1029.11,Two year,Fiber,Yes
913,Male,56,1408.85,One year,None,No
914,Female,17,1536.12,Two year,Fiber,No
915,Female,50,301.22,One year,None,No
916,Female,47,1892.65,One year,Fiber,Yes
917,Female,65,579.69,One year,None,No
918,Female,7,697.09,Two year,None,No
919,Female,21,747.9,One year,DSL,No
920,Female,5,364.29,Two year,Fiber,No
921,Male,56,509.19,One year,None,Yes
922,Male,35,1976.79,Two year,DSL,Yes
923,Male,56,835.87,One year,Fiber,Yes
924,Male,48,496.01,Month-to-month,DSL,Yes
925,Male,44,481.89,Month-to-month,None,No
926,Male,65,1523.08,Month-to-month,DSL,No
927,Male,44,1752.77,One year,DSL,No
928,Female,19,736.82,Two year,Fiber,Yes
929,Female,63,335.55,One year,None,No
930,Male,66,679.25,One year,Fiber,No
931,Male,2,396.08,One year,Fiber,No
932,Female,53,475.77,One year,DSL,No
933,Male,63,1033.56,Two year,None,No
934,Male,39,690.86,One year,Fiber,No
935,Female,58,1177.11,Month-to-month,None,Yes
936,Male,54,730.94,Month-to-month,Fiber,No
937,Female,61,1898.91,Month-to-month,DSL,No
938,Male,3,1840.1,One year,Fiber,Yes
939,Female,59,1263.57,Two year,Fiber,No
940,Female,29,902.52,Two year,Fiber,No
941,Female,1,947.95,Two year,None,No
942,Male,61,1000.15,One year,DSL,No
943,Female,48,1536.88,Two year,None,No
944,Male,8,1067.79,Month-to-month,Fiber,No
945,Male,30,1756.44,Two year,DSL,Yes
946,Male,60,1904.96,One year,None,No
947,Male,47,871.11,One year,Fiber,No
948,Female,24,1253.18,Two year,DSL,No
949,Female,35,461.6,One year,DSL,Yes
950,Male,7,640.8,Two year,Fiber,Yes
951,Male,72,1002.89,Two year,DSL,No
952,Female,57,650.54,Month-to-month,DSL,No
953,Male,44,1790.15,One year,None,Yes
954,Female,61,569.09,Month-to-month,DSL,No
955,Male,38,1074.62,One year,None,No
956,Male,57,1329.69,Two year,None,No
957,Female,63,1476.17,One year,None,No
958,Male,43,951.22,Two year,None,No
959,Female,28,1777.47,One year,DSL,No
960,Male,58,1266.14,Month-to-month,DSL,No
961,Male,70,1047.16,Month-to-month,None,No
962,Male,8,414.31,Two year,DSL,No
963,Female,5,1089.97,Month-to-month,None,No
964,Male,28,1695.25,Two year,None,Yes
965,Male,57,1344.72,Two year,None,No
966,Male,16,1714.68,Two year,Fiber,No
967,Male,15,1139.82,One year,DSL,No
968,Female,2,501.38,Two year,DSL,No
969,Female,20,323.19,Month-to-month,None,No
970,Male,63,815.47,One year,DSL,No
971,Female,35,1486.58,Month-to-month,None,No
972,Male,61,1643.44,Two year,DSL,No
973,Male,41,802.78,Two year,None,Yes
974,Male,41,1142.61,Month-to-month,None,Yes
975,Female,60,1015.9,One year,Fiber,Yes
976,Female,12,997.89,Month-to-month,None,No
977,Female,10,693.29,Two year,Fiber,No
978,Female,53,531.83,One year,DSL,Yes
979,Female,15,634.37,Two year,DSL,No
980,Female,7,394.07,Two year,Fiber,Yes
981,Female,58,636.82,Month-to-month,DSL,No
982,Female,56,315.64,Two year,Fiber,No
983,Female,39,1366.34,Month-to-month,DSL,No
984,Male,58,837.84,One year,Fiber,No
985,Female,1,1954.35,Two year,Fiber,No
986,Female,9,629.32,Two year,None,No
987,Female,43,887.91,One year,DSL,No
988,Female,10,908.33,Month-to-month,None,No
989,Female,1,314.37,Two year,Fiber,No
990,Female,49,1726.65,One year,None,No
991,Female,11,354.39,Two year,Fiber,No
992,Female,22,1898.31,Month-to-month,DSL,No
993,Female,17,1816.53,Month-to-month,DSL,No
994,Female,61,1210.39,Month-to-month,DSL,No
995,Female,61,1224.11,Month-to-month,Fiber,Yes
996,Male,37,1411.42,One year,None,No
997,Male,66,957.99,Two year,DSL,Yes
998,Female,37,1400.28,One year,Fiber,Yes
999,Female,66,376.11,Month-to-month,None,No
1000,Male,60,391.88,Month-to-month,Fiber,No
1001,Female,0,1077.29,Month-to-month,Fiber,No
1002,Male,44,1234.36,Month-to-month,DSL,No
1003,Male,27,1809.29,Two year,Fiber,Yes
1004,Male,20,477.92,Month-to-month,Fiber,Yes
1005,Male,12,1698.5,Two year,None,No
1006,Male,26,657.08,Month-to-month,DSL,No
1007,Female,6,969.94,Two year,Fiber,Yes
1008,Male,21,838.22,Two year,Fiber,Yes
1009,Female,52,980.26,Month-to-month,None,No
1010,Female,3,555.84,One year,Fiber,No
1011,Male,22,1156.07,One year,Fiber,No
1012,Male,69,1662.79,One year,Fiber,No
1013,Female,32,1050.61,One year,Fiber,Yes
1014,Male,27,1134.04,One year,Fiber,Yes
1015,Male,7,1742.9,Month-to-month,None,Yes
1016,Female,0,1500.3,Month-to-month,Fiber,No
1017,Female,36,1133.77,Month-to-month,Fiber,Yes
1018,Male,62,738.08,Month-to-month,Fiber,No
1019,Female,21,1804.38,Month-to-month,Fiber,No
1020,Male,69,1280.93,Month-to-month,DSL,No
1021,Male,20,675.95,Two year,DSL,No
1022,Male,34,757.5,Two year,DSL,No
1023,Female,4,1665.33,Month-to-month,DSL,No
1024,Female,59,375.05,Month-to-month,None,No
1025,Female,45,1986.56,Two year,DSL,Yes
1026,Female,49,521.6,Two year,None,No
1027,Female,47,1653.32,Month-to-month,DSL,No
1028,Male,5,971.12,Two year,None,No
1029,Male,55,1136.77,One year,DSL,Yes
1030,Male,58,1797.11,One year,Fiber,No
1031,Male,28,1001.95,One year,DSL,No
1032,Female,70,1213.74,Two year,DSL,Yes
1033,Male,17,383.81,Month-to-month,DSL,No
1034,Female,1,303.99,Month-to-month,Fiber,No
1035,Male,7,716.16,Month-to-month,None,Yes
1036,Female,53,1456.99,Two year,None,No
1037,Female,37,506.15,Two year,Fiber,Yes
1038,Male,47,493.4,One year,DSL,No
1039,Male,26,998.63,Two year,DSL,No
1040,Male,19,1401.32,One year,DSL,No
1041,Male,11,1510.52,One year,None,Yes
1042,Female,42,603.37,Month-to-month,None,No
1043,Male,60,435.3,Two year,Fiber,No
1044,Male,30,1898.67,Month-to-month,Fiber,No
1045,Female,60,743.13,Month-to-month,None,No
1046,Male,66,1750.69,Two year,DSL,Yes
1047,Male,34,1767.94,Two year,DSL,Yes
1048,Male,14,1613.29,One year,DSL,No
1049,Male,15,587.02,One year,DSL,No
1050,Male,12,1697.06,One year,Fiber,No
1051,Female,34,1607.73,One year,Fiber,No
1052,Male,58,1314.43,Month-to-month,None,Yes
1053,Male,20,873.24,Month-to-month,Fiber,No
1054,Male,53,746.26,Two year,DSL,No
1055,Male,29,507.21,One year,None,No
1056,Male,47,1166.59,One year,Fiber,No
1057,Female,34,1294.94,One year,Fiber,No
1058,Male,37,910.88,Month-to-month,Fiber,Yes
1059,Female,30,1108.11,Two year,Fiber,No
1060,Female,23,917.97,Month-to-month,Fiber,No
1061,Male,48,1389.71,Two year,DSL,No
1062,Male,31,1832.14,Two year,DSL,Yes
1063,Male,54,578.66,Month-to-month,DSL,No
1064,Male,57,948.39,Month-to-month,Fiber,No
1065,Female,2,539.48,Two year,None,No
1066,Male,68,1362.4,Month-to-month,DSL,No
1067,Male,9,1539.08,Month-to-month,DSL,Yes
1068,Male,24,1884.25,Two year,Fiber,No
1069,Male,67,774.08,Two year,None,No
1070,Male,60,1915.36,One year,DSL,No
1071,Male,28,407.55,Month-to-month,DSL,No
1072,Female,18,1325.12,Two year,None,No
1073,Female,42,397.13,Month-to-month,Fiber,Yes
1074,Male,65,1819.42,Month-to-month,None,No
1075,Male,60,1200.68,Two year,Fiber,Yes
1076,Male,42,1437.89,One year,DSL,No
1077,Female,24,1713.68,Two year,None,Yes
1078,Male,19,555.53,Two year,None,No
1079,Female,47,365.61,Month-to-month,DSL,No
1080,Male,23,1794.1,One year,DSL,No
1081,Male,10,835.39,Two year,Fiber,No
1082,Male,54,519.26,Month-to-month,DSL,No
1083,Male,27,1096.38,Two year,DSL,Yes
1084,Female,68,1317.12,Month-to-month,None,Yes
1085,Female,62,352.65,Two year,Fiber,No
1086,Male,58,767.32,One year,DSL,No
1087,Male,4,355.76,Two year,None,No
1088,Female,50,1014.57,Month-to-month,DSL,Yes
1089,Female,20,1821.67,Two year,DSL,No
1090,Female,11,1970.51,One year,DSL,No
1091,Female,49,1382.98,One year,DSL,Yes
1092,Male,3,574.78,One year,Fiber,No
1093,Female,41,1839.94,One year,None,Yes
1094,Male,37,1177.62,Month-to-month,None,No
1095,Female,24,561.37,Two year,DSL,Yes
1096,Female,13,1866.94,One year,None,No
1097,Female,31,1587.7,Two year,DSL,No
1098,Female,10,1543.9,Month-to-month,None,Yes
1099,Female,60,1505.61,Two year,Fiber,No
1100,Male,17,640.58,Two year,Fiber,No
1101,Male,26,658.71,One year,None,No
1102,Female,54,1470.1,One year,DSL,No
1103,Female,53,673.53,Month-to-month,DSL,Yes
1104,Male,20,1045.74,Two year,DSL,No
1105,Female,43,1629.4,Month-to-month,DSL,Yes
1106,Female,4,1632.72,Month-to-month,Fiber,No
1107,Male,40,1070.55,Month-to-month,DSL,No
1108,Female,58,1646.72,One year,DSL,Yes
1109,Female,53,1725.66,One year,DSL,No
1110,Male,21,1413.12,Two year,DSL,Yes
1111,Male,64,688.32,Two year,Fiber,No
1112,Male,63,765.82,Two year,None,No
1113,Female,70,835.23,One year,None,No
1114,Male,3,498.57,One year,DSL,No
1115,Male,64,764.37,Month-to-month,DSL,No
1116,Male,14,656.18,One year,None,No
1117,Male,21,1074.06,Month-to-month,Fiber,No
1118,Male,46,1844.34,Month-to-month,Fiber,No
1119,Male,45,477.62,One year,Fiber,No
1120,Female,13,1524.46,Month-to-month,Fiber,No
1121,Female,49,1468.38,Month-to-month,Fiber,No
1122,Male,19,462.78,Two year,Fiber,No
1123,Male,49,1868.37,Month-to-month,Fiber,No
1124,Male,32,1266.4,One year,Fiber,No
1125,Female,58,918.33,One year,Fiber,No
1126,Female,42,1586.12,Month-to-month,DSL,No
1127,Female,11,737.52,Two year,Fiber,Yes
1128,Female,39,1478.97,One year,DSL,No
1129,Female,19,367.51,One year,None,No
1130,Female,37,1726.99,Two year,DSL,Yes
1131,Female,2,1061.89,Month-to-month,None,No
1132,Female,27,1382.38,One year,DSL,No
